coverage,n_keep,n_total,selective_accuracy,risk,dataset,model,signal,n,small_n
0.65,255.0,392.0,0.2235294117647059,0.7764705882352941,BioASQ,Mistral-7B-Instruct-v0.1,combined,392,False
0.6,236.0,392.0,0.2245762711864407,0.7754237288135593,BioASQ,Mistral-7B-Instruct-v0.1,combined,392,False
0.55,216.0,392.0,0.24537037037037038,0.7546296296296297,BioASQ,Mistral-7B-Instruct-v0.1,combined,392,False
0.5,196.0,392.0,0.2653061224489796,0.7346938775510203,BioASQ,Mistral-7B-Instruct-v0.1,combined,392,False
0.45,177.0,392.0,0.2824858757062147,0.7175141242937852,BioASQ,Mistral-7B-Instruct-v0.1,combined,392,False
0.4,157.0,392.0,0.2929936305732484,0.7070063694267517,BioASQ,Mistral-7B-Instruct-v0.1,combined,392,False
0.35,138.0,392.0,0.3115942028985507,0.6884057971014492,BioASQ,Mistral-7B-Instruct-v0.1,combined,392,False
0.3,118.0,392.0,0.3050847457627119,0.6949152542372881,BioASQ,Mistral-7B-Instruct-v0.1,combined,392,False
0.25,98.0,392.0,0.30612244897959184,0.6938775510204082,BioASQ,Mistral-7B-Instruct-v0.1,combined,392,False
0.2,79.0,392.0,0.34177215189873417,0.6582278481012658,BioASQ,Mistral-7B-Instruct-v0.1,combined,392,False
0.15,59.0,392.0,0.3050847457627119,0.6949152542372881,BioASQ,Mistral-7B-Instruct-v0.1,combined,392,False
0.1,40.0,392.0,0.325,0.675,BioASQ,Mistral-7B-Instruct-v0.1,combined,392,False
1.0,392.0,392.0,0.17857142857142858,0.8214285714285714,BioASQ,Mistral-7B-Instruct-v0.1,combined_3,392,False
0.95,373.0,392.0,0.17962466487935658,0.8203753351206434,BioASQ,Mistral-7B-Instruct-v0.1,combined_3,392,False
0.9,353.0,392.0,0.1813031161473088,0.8186968838526912,BioASQ,Mistral-7B-Instruct-v0.1,combined_3,392,False
0.85,334.0,392.0,0.18562874251497005,0.8143712574850299,BioASQ,Mistral-7B-Instruct-v0.1,combined_3,392,False
0.8,314.0,392.0,0.19745222929936307,0.802547770700637,BioASQ,Mistral-7B-Instruct-v0.1,combined_3,392,False
0.75,294.0,392.0,0.20408163265306123,0.7959183673469388,BioASQ,Mistral-7B-Instruct-v0.1,combined_3,392,False
0.7,275.0,392.0,0.21454545454545454,0.7854545454545454,BioASQ,Mistral-7B-Instruct-v0.1,combined_3,392,False
0.65,255.0,392.0,0.21568627450980393,0.7843137254901961,BioASQ,Mistral-7B-Instruct-v0.1,combined_3,392,False
0.6,236.0,392.0,0.2330508474576271,0.7669491525423728,BioASQ,Mistral-7B-Instruct-v0.1,combined_3,392,False
0.55,216.0,392.0,0.24074074074074073,0.7592592592592593,BioASQ,Mistral-7B-Instruct-v0.1,combined_3,392,False
0.5,196.0,392.0,0.25510204081632654,0.7448979591836735,BioASQ,Mistral-7B-Instruct-v0.1,combined_3,392,False
0.45,177.0,392.0,0.2655367231638418,0.7344632768361582,BioASQ,Mistral-7B-Instruct-v0.1,combined_3,392,False
0.4,157.0,392.0,0.267515923566879,0.7324840764331211,BioASQ,Mistral-7B-Instruct-v0.1,combined_3,392,False
0.35,138.0,392.0,0.2826086956521739,0.7173913043478262,BioASQ,Mistral-7B-Instruct-v0.1,combined_3,392,False
0.3,118.0,392.0,0.3050847457627119,0.6949152542372881,BioASQ,Mistral-7B-Instruct-v0.1,combined_3,392,False
0.25,98.0,392.0,0.3163265306122449,0.6836734693877551,BioASQ,Mistral-7B-Instruct-v0.1,combined_3,392,False
0.2,79.0,392.0,0.31645569620253167,0.6835443037974683,BioASQ,Mistral-7B-Instruct-v0.1,combined_3,392,False
0.15,59.0,392.0,0.4067796610169492,0.5932203389830508,BioASQ,Mistral-7B-Instruct-v0.1,combined_3,392,False
0.1,40.0,392.0,0.45,0.55,BioASQ,Mistral-7B-Instruct-v0.1,combined_3,392,False
1.0,,,0.17857142857142855,0.8214285714285714,BioASQ,Mistral-7B-Instruct-v0.1,random,392,False
0.95,,,0.17908847184986595,0.820911528150134,BioASQ,Mistral-7B-Instruct-v0.1,random,392,False
0.9,,,0.17946175637393766,0.8205382436260623,BioASQ,Mistral-7B-Instruct-v0.1,random,392,False
0.85,,,0.18008982035928142,0.8199101796407186,BioASQ,Mistral-7B-Instruct-v0.1,random,392,False
0.8,,,0.17914012738853505,0.820859872611465,BioASQ,Mistral-7B-Instruct-v0.1,random,392,False
0.75,,,0.18061224489795918,0.8193877551020408,BioASQ,Mistral-7B-Instruct-v0.1,random,392,False
0.7,,,0.18072727272727274,0.8192727272727273,BioASQ,Mistral-7B-Instruct-v0.1,random,392,False
0.65,,,0.1815686274509804,0.8184313725490195,BioASQ,Mistral-7B-Instruct-v0.1,random,392,False
0.6,,,0.18305084745762715,0.8169491525423729,BioASQ,Mistral-7B-Instruct-v0.1,random,392,False
0.55,,,0.17754629629629629,0.8224537037037037,BioASQ,Mistral-7B-Instruct-v0.1,random,392,False
0.5,,,0.17653061224489794,0.823469387755102,BioASQ,Mistral-7B-Instruct-v0.1,random,392,False
0.45,,,0.17485875706214687,0.8251412429378531,BioASQ,Mistral-7B-Instruct-v0.1,random,392,False
0.4,,,0.17770700636942677,0.8222929936305732,BioASQ,Mistral-7B-Instruct-v0.1,random,392,False
0.35,,,0.17608695652173914,0.8239130434782609,BioASQ,Mistral-7B-Instruct-v0.1,random,392,False
0.3,,,0.17203389830508475,0.8279661016949152,BioASQ,Mistral-7B-Instruct-v0.1,random,392,False
0.25,,,0.17193877551020412,0.8280612244897959,BioASQ,Mistral-7B-Instruct-v0.1,random,392,False
0.2,,,0.16835443037974682,0.8316455696202532,BioASQ,Mistral-7B-Instruct-v0.1,random,392,False
0.15,,,0.16949152542372883,0.8305084745762712,BioASQ,Mistral-7B-Instruct-v0.1,random,392,False
0.1,,,0.18,0.8200000000000001,BioASQ,Mistral-7B-Instruct-v0.1,random,392,False
1.0,392.0,392.0,0.18112244897959184,0.8188775510204082,BioASQ,OpenBioLLM-8B,entropy,392,False
0.95,373.0,392.0,0.1876675603217158,0.8123324396782842,BioASQ,OpenBioLLM-8B,entropy,392,False
0.9,353.0,392.0,0.1813031161473088,0.8186968838526912,BioASQ,OpenBioLLM-8B,entropy,392,False
0.85,334.0,392.0,0.18263473053892215,0.8173652694610778,BioASQ,OpenBioLLM-8B,entropy,392,False
0.8,314.0,392.0,0.1942675159235669,0.805732484076433,BioASQ,OpenBioLLM-8B,entropy,392,False
0.75,294.0,392.0,0.20068027210884354,0.7993197278911565,BioASQ,OpenBioLLM-8B,entropy,392,False
0.7,275.0,392.0,0.20363636363636364,0.7963636363636364,BioASQ,OpenBioLLM-8B,entropy,392,False
0.65,255.0,392.0,0.20784313725490197,0.792156862745098,BioASQ,OpenBioLLM-8B,entropy,392,False
0.6,236.0,392.0,0.22033898305084745,0.7796610169491526,BioASQ,OpenBioLLM-8B,entropy,392,False
0.55,216.0,392.0,0.2175925925925926,0.7824074074074074,BioASQ,OpenBioLLM-8B,entropy,392,False
0.5,196.0,392.0,0.2193877551020408,0.7806122448979592,BioASQ,OpenBioLLM-8B,entropy,392,False
0.45,177.0,392.0,0.22033898305084745,0.7796610169491526,BioASQ,OpenBioLLM-8B,entropy,392,False
0.4,157.0,392.0,0.24203821656050956,0.7579617834394905,BioASQ,OpenBioLLM-8B,entropy,392,False
0.35,138.0,392.0,0.2318840579710145,0.7681159420289855,BioASQ,OpenBioLLM-8B,entropy,392,False
0.3,118.0,392.0,0.23728813559322035,0.7627118644067796,BioASQ,OpenBioLLM-8B,entropy,392,False
0.25,98.0,392.0,0.25510204081632654,0.7448979591836735,BioASQ,OpenBioLLM-8B,entropy,392,False
0.2,79.0,392.0,0.24050632911392406,0.759493670886076,BioASQ,OpenBioLLM-8B,entropy,392,False
0.15,59.0,392.0,0.22033898305084745,0.7796610169491526,BioASQ,OpenBioLLM-8B,entropy,392,False
0.1,40.0,392.0,0.225,0.775,BioASQ,OpenBioLLM-8B,entropy,392,False
1.0,392.0,392.0,0.18112244897959184,0.8188775510204082,BioASQ,OpenBioLLM-8B,confidence,392,False
0.95,373.0,392.0,0.1903485254691689,0.8096514745308311,BioASQ,OpenBioLLM-8B,confidence,392,False
0.9,353.0,392.0,0.1954674220963173,0.8045325779036827,BioASQ,OpenBioLLM-8B,confidence,392,False
0.85,334.0,392.0,0.20359281437125748,0.7964071856287425,BioASQ,OpenBioLLM-8B,confidence,392,False
0.8,314.0,392.0,0.21019108280254778,0.7898089171974523,BioASQ,OpenBioLLM-8B,confidence,392,False
0.75,294.0,392.0,0.21768707482993196,0.782312925170068,BioASQ,OpenBioLLM-8B,confidence,392,False
0.7,275.0,392.0,0.21454545454545454,0.7854545454545454,BioASQ,OpenBioLLM-8B,confidence,392,False
0.65,255.0,392.0,0.23137254901960785,0.7686274509803921,BioASQ,OpenBioLLM-8B,confidence,392,False
0.6,236.0,392.0,0.23728813559322035,0.7627118644067796,BioASQ,OpenBioLLM-8B,confidence,392,False
0.55,216.0,392.0,0.23148148148148148,0.7685185185185185,BioASQ,OpenBioLLM-8B,confidence,392,False
0.5,196.0,392.0,0.25,0.75,BioASQ,OpenBioLLM-8B,confidence,392,False
0.45,177.0,392.0,0.2542372881355932,0.7457627118644068,BioASQ,OpenBioLLM-8B,confidence,392,False
0.4,157.0,392.0,0.2611464968152866,0.7388535031847134,BioASQ,OpenBioLLM-8B,confidence,392,False
0.35,138.0,392.0,0.2826086956521739,0.7173913043478262,BioASQ,OpenBioLLM-8B,confidence,392,False
0.3,118.0,392.0,0.288135593220339,0.711864406779661,BioASQ,OpenBioLLM-8B,confidence,392,False
0.25,98.0,392.0,0.30612244897959184,0.6938775510204082,BioASQ,OpenBioLLM-8B,confidence,392,False
0.2,79.0,392.0,0.2911392405063291,0.7088607594936709,BioASQ,OpenBioLLM-8B,confidence,392,False
0.15,59.0,392.0,0.3559322033898305,0.6440677966101696,BioASQ,OpenBioLLM-8B,confidence,392,False
0.1,40.0,392.0,0.4,0.6,BioASQ,OpenBioLLM-8B,confidence,392,False
1.0,392.0,392.0,0.18112244897959184,0.8188775510204082,BioASQ,OpenBioLLM-8B,margin,392,False
0.95,373.0,392.0,0.18230563002680966,0.8176943699731903,BioASQ,OpenBioLLM-8B,margin,392,False
0.9,353.0,392.0,0.18696883852691218,0.8130311614730878,BioASQ,OpenBioLLM-8B,margin,392,False
0.85,334.0,392.0,0.18562874251497005,0.8143712574850299,BioASQ,OpenBioLLM-8B,margin,392,False
0.8,314.0,392.0,0.18789808917197454,0.8121019108280254,BioASQ,OpenBioLLM-8B,margin,392,False
0.75,294.0,392.0,0.1870748299319728,0.8129251700680272,BioASQ,OpenBioLLM-8B,margin,392,False
0.7,275.0,392.0,0.19272727272727272,0.8072727272727273,BioASQ,OpenBioLLM-8B,margin,392,False
0.65,255.0,392.0,0.19607843137254902,0.803921568627451,BioASQ,OpenBioLLM-8B,margin,392,False
0.6,236.0,392.0,0.19491525423728814,0.8050847457627118,BioASQ,OpenBioLLM-8B,margin,392,False
0.55,216.0,392.0,0.19444444444444445,0.8055555555555556,BioASQ,OpenBioLLM-8B,margin,392,False
0.5,196.0,392.0,0.19387755102040816,0.8061224489795918,BioASQ,OpenBioLLM-8B,margin,392,False
0.45,177.0,392.0,0.1694915254237288,0.8305084745762712,BioASQ,OpenBioLLM-8B,margin,392,False
0.4,157.0,392.0,0.17197452229299362,0.8280254777070064,BioASQ,OpenBioLLM-8B,margin,392,False
0.35,138.0,392.0,0.15942028985507245,0.8405797101449275,BioASQ,OpenBioLLM-8B,margin,392,False
0.3,118.0,392.0,0.16101694915254236,0.8389830508474576,BioASQ,OpenBioLLM-8B,margin,392,False
0.25,98.0,392.0,0.1836734693877551,0.8163265306122449,BioASQ,OpenBioLLM-8B,margin,392,False
0.2,79.0,392.0,0.20253164556962025,0.7974683544303798,BioASQ,OpenBioLLM-8B,margin,392,False
0.15,59.0,392.0,0.2033898305084746,0.7966101694915254,BioASQ,OpenBioLLM-8B,margin,392,False
0.1,40.0,392.0,0.175,0.825,BioASQ,OpenBioLLM-8B,margin,392,False
1.0,392.0,392.0,0.18112244897959184,0.8188775510204082,BioASQ,OpenBioLLM-8B,combined,392,False
0.95,373.0,392.0,0.1903485254691689,0.8096514745308311,BioASQ,OpenBioLLM-8B,combined,392,False
0.9,353.0,392.0,0.1954674220963173,0.8045325779036827,BioASQ,OpenBioLLM-8B,combined,392,False
0.85,334.0,392.0,0.19760479041916168,0.8023952095808383,BioASQ,OpenBioLLM-8B,combined,392,False
0.8,314.0,392.0,0.1942675159235669,0.805732484076433,BioASQ,OpenBioLLM-8B,combined,392,False
0.75,294.0,392.0,0.20408163265306123,0.7959183673469388,BioASQ,OpenBioLLM-8B,combined,392,False
0.7,275.0,392.0,0.2109090909090909,0.7890909090909091,BioASQ,OpenBioLLM-8B,combined,392,False
0.65,255.0,392.0,0.21568627450980393,0.7843137254901961,BioASQ,OpenBioLLM-8B,combined,392,False
0.6,236.0,392.0,0.21610169491525424,0.7838983050847458,BioASQ,OpenBioLLM-8B,combined,392,False
0.55,216.0,392.0,0.22685185185185186,0.7731481481481481,BioASQ,OpenBioLLM-8B,combined,392,False
0.5,196.0,392.0,0.24489795918367346,0.7551020408163265,BioASQ,OpenBioLLM-8B,combined,392,False
0.45,177.0,392.0,0.2542372881355932,0.7457627118644068,BioASQ,OpenBioLLM-8B,combined,392,False
0.4,157.0,392.0,0.2484076433121019,0.7515923566878981,BioASQ,OpenBioLLM-8B,combined,392,False
0.35,138.0,392.0,0.2391304347826087,0.7608695652173914,BioASQ,OpenBioLLM-8B,combined,392,False
0.3,118.0,392.0,0.2542372881355932,0.7457627118644068,BioASQ,OpenBioLLM-8B,combined,392,False
0.25,98.0,392.0,0.24489795918367346,0.7551020408163265,BioASQ,OpenBioLLM-8B,combined,392,False
0.2,79.0,392.0,0.3037974683544304,0.6962025316455696,BioASQ,OpenBioLLM-8B,combined,392,False
0.15,59.0,392.0,0.3050847457627119,0.6949152542372881,BioASQ,OpenBioLLM-8B,combined,392,False
0.1,40.0,392.0,0.3,0.7,BioASQ,OpenBioLLM-8B,combined,392,False
1.0,392.0,392.0,0.18112244897959184,0.8188775510204082,BioASQ,OpenBioLLM-8B,combined_3,392,False
0.95,373.0,392.0,0.18230563002680966,0.8176943699731903,BioASQ,OpenBioLLM-8B,combined_3,392,False
0.9,353.0,392.0,0.18980169971671387,0.8101983002832861,BioASQ,OpenBioLLM-8B,combined_3,392,False
0.85,334.0,392.0,0.19760479041916168,0.8023952095808383,BioASQ,OpenBioLLM-8B,combined_3,392,False
0.8,314.0,392.0,0.19745222929936307,0.802547770700637,BioASQ,OpenBioLLM-8B,combined_3,392,False
0.75,294.0,392.0,0.20068027210884354,0.7993197278911565,BioASQ,OpenBioLLM-8B,combined_3,392,False
0.7,275.0,392.0,0.2109090909090909,0.7890909090909091,BioASQ,OpenBioLLM-8B,combined_3,392,False
0.65,255.0,392.0,0.2235294117647059,0.7764705882352941,BioASQ,OpenBioLLM-8B,combined_3,392,False
0.6,236.0,392.0,0.2288135593220339,0.771186440677966,BioASQ,OpenBioLLM-8B,combined_3,392,False
0.55,216.0,392.0,0.22685185185185186,0.7731481481481481,BioASQ,OpenBioLLM-8B,combined_3,392,False
0.5,196.0,392.0,0.23469387755102042,0.7653061224489796,BioASQ,OpenBioLLM-8B,combined_3,392,False
0.45,177.0,392.0,0.24293785310734464,0.7570621468926554,BioASQ,OpenBioLLM-8B,combined_3,392,False
0.4,157.0,392.0,0.2484076433121019,0.7515923566878981,BioASQ,OpenBioLLM-8B,combined_3,392,False
0.35,138.0,392.0,0.26811594202898553,0.7318840579710144,BioASQ,OpenBioLLM-8B,combined_3,392,False
0.3,118.0,392.0,0.3135593220338983,0.6864406779661016,BioASQ,OpenBioLLM-8B,combined_3,392,False
0.25,98.0,392.0,0.32653061224489793,0.6734693877551021,BioASQ,OpenBioLLM-8B,combined_3,392,False
0.2,79.0,392.0,0.34177215189873417,0.6582278481012658,BioASQ,OpenBioLLM-8B,combined_3,392,False
0.15,59.0,392.0,0.3220338983050847,0.6779661016949152,BioASQ,OpenBioLLM-8B,combined_3,392,False
0.1,40.0,392.0,0.35,0.65,BioASQ,OpenBioLLM-8B,combined_3,392,False
1.0,,,0.18112244897959187,0.8188775510204082,BioASQ,OpenBioLLM-8B,random,392,False
0.95,,,0.1813672922252011,0.8186327077747989,BioASQ,OpenBioLLM-8B,random,392,False
0.9,,,0.1813031161473088,0.8186968838526912,BioASQ,OpenBioLLM-8B,random,392,False
0.85,,,0.18068862275449102,0.819311377245509,BioASQ,OpenBioLLM-8B,random,392,False
0.8,,,0.18152866242038215,0.8184713375796179,BioASQ,OpenBioLLM-8B,random,392,False
0.75,,,0.18197278911564627,0.8180272108843537,BioASQ,OpenBioLLM-8B,random,392,False
0.7,,,0.18036363636363636,0.8196363636363636,BioASQ,OpenBioLLM-8B,random,392,False
0.65,,,0.1815686274509804,0.8184313725490195,BioASQ,OpenBioLLM-8B,random,392,False
0.6,,,0.1788135593220339,0.8211864406779661,BioASQ,OpenBioLLM-8B,random,392,False
0.55,,,0.18032407407407408,0.8196759259259259,BioASQ,OpenBioLLM-8B,random,392,False
0.5,,,0.18290816326530612,0.8170918367346939,BioASQ,OpenBioLLM-8B,random,392,False
0.45,,,0.18531073446327687,0.8146892655367232,BioASQ,OpenBioLLM-8B,random,392,False
0.4,,,0.18598726114649683,0.8140127388535032,BioASQ,OpenBioLLM-8B,random,392,False
0.35,,,0.1855072463768116,0.8144927536231884,BioASQ,OpenBioLLM-8B,random,392,False
0.3,,,0.1864406779661017,0.8135593220338984,BioASQ,OpenBioLLM-8B,random,392,False
0.25,,,0.19030612244897957,0.8096938775510204,BioASQ,OpenBioLLM-8B,random,392,False
0.2,,,0.19113924050632908,0.808860759493671,BioASQ,OpenBioLLM-8B,random,392,False
0.15,,,0.1906779661016949,0.8093220338983051,BioASQ,OpenBioLLM-8B,random,392,False
0.1,,,0.17750000000000002,0.8225,BioASQ,OpenBioLLM-8B,random,392,False
1.0,392.0,392.0,0.23979591836734693,0.7602040816326531,BioASQ,Meta-Llama-3-8B-Instruct,entropy,392,False
0.95,373.0,392.0,0.2520107238605898,0.7479892761394102,BioASQ,Meta-Llama-3-8B-Instruct,entropy,392,False
0.9,353.0,392.0,0.26628895184135976,0.7337110481586402,BioASQ,Meta-Llama-3-8B-Instruct,entropy,392,False
0.85,334.0,392.0,0.2754491017964072,0.7245508982035929,BioASQ,Meta-Llama-3-8B-Instruct,entropy,392,False
0.8,314.0,392.0,0.2802547770700637,0.7197452229299364,BioASQ,Meta-Llama-3-8B-Instruct,entropy,392,False
0.75,294.0,392.0,0.2789115646258503,0.7210884353741497,BioASQ,Meta-Llama-3-8B-Instruct,entropy,392,False
0.7,275.0,392.0,0.28363636363636363,0.7163636363636363,BioASQ,Meta-Llama-3-8B-Instruct,entropy,392,False
0.65,255.0,392.0,0.29411764705882354,0.7058823529411764,BioASQ,Meta-Llama-3-8B-Instruct,entropy,392,False
0.6,236.0,392.0,0.3008474576271186,0.6991525423728814,BioASQ,Meta-Llama-3-8B-Instruct,entropy,392,False
0.55,216.0,392.0,0.3101851851851852,0.6898148148148149,BioASQ,Meta-Llama-3-8B-Instruct,entropy,392,False
0.5,196.0,392.0,0.33163265306122447,0.6683673469387755,BioASQ,Meta-Llama-3-8B-Instruct,entropy,392,False
0.45,177.0,392.0,0.3389830508474576,0.6610169491525424,BioASQ,Meta-Llama-3-8B-Instruct,entropy,392,False
0.4,157.0,392.0,0.35668789808917195,0.6433121019108281,BioASQ,Meta-Llama-3-8B-Instruct,entropy,392,False
0.35,138.0,392.0,0.36231884057971014,0.6376811594202898,BioASQ,Meta-Llama-3-8B-Instruct,entropy,392,False
0.3,118.0,392.0,0.3898305084745763,0.6101694915254237,BioASQ,Meta-Llama-3-8B-Instruct,entropy,392,False
0.25,98.0,392.0,0.3877551020408163,0.6122448979591837,BioASQ,Meta-Llama-3-8B-Instruct,entropy,392,False
0.2,79.0,392.0,0.3924050632911392,0.6075949367088608,BioASQ,Meta-Llama-3-8B-Instruct,entropy,392,False
0.15,59.0,392.0,0.4406779661016949,0.5593220338983051,BioASQ,Meta-Llama-3-8B-Instruct,entropy,392,False
0.1,40.0,392.0,0.375,0.625,BioASQ,Meta-Llama-3-8B-Instruct,entropy,392,False
1.0,392.0,392.0,0.23979591836734693,0.7602040816326531,BioASQ,Meta-Llama-3-8B-Instruct,confidence,392,False
0.95,373.0,392.0,0.2520107238605898,0.7479892761394102,BioASQ,Meta-Llama-3-8B-Instruct,confidence,392,False
0.9,353.0,392.0,0.26062322946175637,0.7393767705382437,BioASQ,Meta-Llama-3-8B-Instruct,confidence,392,False
0.85,334.0,392.0,0.2694610778443114,0.7305389221556886,BioASQ,Meta-Llama-3-8B-Instruct,confidence,392,False
0.8,314.0,392.0,0.2770700636942675,0.7229299363057324,BioASQ,Meta-Llama-3-8B-Instruct,confidence,392,False
0.75,294.0,392.0,0.2925170068027211,0.7074829931972789,BioASQ,Meta-Llama-3-8B-Instruct,confidence,392,False
0.7,275.0,392.0,0.3054545454545455,0.6945454545454546,BioASQ,Meta-Llama-3-8B-Instruct,confidence,392,False
0.65,255.0,392.0,0.3254901960784314,0.6745098039215687,BioASQ,Meta-Llama-3-8B-Instruct,confidence,392,False
0.6,236.0,392.0,0.3432203389830508,0.6567796610169492,BioASQ,Meta-Llama-3-8B-Instruct,confidence,392,False
0.55,216.0,392.0,0.36574074074074076,0.6342592592592593,BioASQ,Meta-Llama-3-8B-Instruct,confidence,392,False
0.5,196.0,392.0,0.37244897959183676,0.6275510204081632,BioASQ,Meta-Llama-3-8B-Instruct,confidence,392,False
0.45,177.0,392.0,0.3785310734463277,0.6214689265536724,BioASQ,Meta-Llama-3-8B-Instruct,confidence,392,False
0.4,157.0,392.0,0.4140127388535032,0.5859872611464968,BioASQ,Meta-Llama-3-8B-Instruct,confidence,392,False
0.35,138.0,392.0,0.45652173913043476,0.5434782608695652,BioASQ,Meta-Llama-3-8B-Instruct,confidence,392,False
0.3,118.0,392.0,0.4915254237288136,0.5084745762711864,BioASQ,Meta-Llama-3-8B-Instruct,confidence,392,False
0.25,98.0,392.0,0.5204081632653061,0.47959183673469385,BioASQ,Meta-Llama-3-8B-Instruct,confidence,392,False
0.2,79.0,392.0,0.5316455696202531,0.4683544303797469,BioASQ,Meta-Llama-3-8B-Instruct,confidence,392,False
0.15,59.0,392.0,0.5254237288135594,0.47457627118644063,BioASQ,Meta-Llama-3-8B-Instruct,confidence,392,False
0.1,40.0,392.0,0.6,0.4,BioASQ,Meta-Llama-3-8B-Instruct,confidence,392,False
1.0,392.0,392.0,0.23979591836734693,0.7602040816326531,BioASQ,Meta-Llama-3-8B-Instruct,margin,392,False
0.95,373.0,392.0,0.23324396782841822,0.7667560321715818,BioASQ,Meta-Llama-3-8B-Instruct,margin,392,False
0.9,353.0,392.0,0.23512747875354106,0.7648725212464589,BioASQ,Meta-Llama-3-8B-Instruct,margin,392,False
0.85,334.0,392.0,0.23652694610778444,0.7634730538922155,BioASQ,Meta-Llama-3-8B-Instruct,margin,392,False
0.8,314.0,392.0,0.23248407643312102,0.7675159235668789,BioASQ,Meta-Llama-3-8B-Instruct,margin,392,False
0.75,294.0,392.0,0.22108843537414966,0.7789115646258503,BioASQ,Meta-Llama-3-8B-Instruct,margin,392,False
0.7,275.0,392.0,0.21818181818181817,0.7818181818181819,BioASQ,Meta-Llama-3-8B-Instruct,margin,392,False
0.65,255.0,392.0,0.2196078431372549,0.7803921568627451,BioASQ,Meta-Llama-3-8B-Instruct,margin,392,False
0.6,236.0,392.0,0.22033898305084745,0.7796610169491526,BioASQ,Meta-Llama-3-8B-Instruct,margin,392,False
0.55,216.0,392.0,0.2361111111111111,0.7638888888888888,BioASQ,Meta-Llama-3-8B-Instruct,margin,392,False
0.5,196.0,392.0,0.23979591836734693,0.7602040816326531,BioASQ,Meta-Llama-3-8B-Instruct,margin,392,False
0.45,177.0,392.0,0.24858757062146894,0.751412429378531,BioASQ,Meta-Llama-3-8B-Instruct,margin,392,False
0.4,157.0,392.0,0.2611464968152866,0.7388535031847134,BioASQ,Meta-Llama-3-8B-Instruct,margin,392,False
0.35,138.0,392.0,0.2753623188405797,0.7246376811594203,BioASQ,Meta-Llama-3-8B-Instruct,margin,392,False
0.3,118.0,392.0,0.2796610169491525,0.7203389830508475,BioASQ,Meta-Llama-3-8B-Instruct,margin,392,False
0.25,98.0,392.0,0.25510204081632654,0.7448979591836735,BioASQ,Meta-Llama-3-8B-Instruct,margin,392,False
0.2,79.0,392.0,0.27848101265822783,0.7215189873417722,BioASQ,Meta-Llama-3-8B-Instruct,margin,392,False
0.15,59.0,392.0,0.2711864406779661,0.728813559322034,BioASQ,Meta-Llama-3-8B-Instruct,margin,392,False
0.1,40.0,392.0,0.3,0.7,BioASQ,Meta-Llama-3-8B-Instruct,margin,392,False
1.0,392.0,392.0,0.23979591836734693,0.7602040816326531,BioASQ,Meta-Llama-3-8B-Instruct,combined,392,False
0.95,373.0,392.0,0.2520107238605898,0.7479892761394102,BioASQ,Meta-Llama-3-8B-Instruct,combined,392,False
0.9,353.0,392.0,0.26628895184135976,0.7337110481586402,BioASQ,Meta-Llama-3-8B-Instruct,combined,392,False
0.85,334.0,392.0,0.27844311377245506,0.721556886227545,BioASQ,Meta-Llama-3-8B-Instruct,combined,392,False
0.8,314.0,392.0,0.2898089171974522,0.7101910828025477,BioASQ,Meta-Llama-3-8B-Instruct,combined,392,False
0.75,294.0,392.0,0.30272108843537415,0.6972789115646258,BioASQ,Meta-Llama-3-8B-Instruct,combined,392,False
0.7,275.0,392.0,0.3054545454545455,0.6945454545454546,BioASQ,Meta-Llama-3-8B-Instruct,combined,392,False
0.65,255.0,392.0,0.3058823529411765,0.6941176470588235,BioASQ,Meta-Llama-3-8B-Instruct,combined,392,False
0.6,236.0,392.0,0.3050847457627119,0.6949152542372881,BioASQ,Meta-Llama-3-8B-Instruct,combined,392,False
0.55,216.0,392.0,0.3148148148148148,0.6851851851851851,BioASQ,Meta-Llama-3-8B-Instruct,combined,392,False
0.5,196.0,392.0,0.33163265306122447,0.6683673469387755,BioASQ,Meta-Llama-3-8B-Instruct,combined,392,False
0.45,177.0,392.0,0.3559322033898305,0.6440677966101696,BioASQ,Meta-Llama-3-8B-Instruct,combined,392,False
0.4,157.0,392.0,0.3885350318471338,0.6114649681528662,BioASQ,Meta-Llama-3-8B-Instruct,combined,392,False
0.35,138.0,392.0,0.42028985507246375,0.5797101449275363,BioASQ,Meta-Llama-3-8B-Instruct,combined,392,False
0.3,118.0,392.0,0.3983050847457627,0.6016949152542372,BioASQ,Meta-Llama-3-8B-Instruct,combined,392,False
0.25,98.0,392.0,0.40816326530612246,0.5918367346938775,BioASQ,Meta-Llama-3-8B-Instruct,combined,392,False
0.2,79.0,392.0,0.4177215189873418,0.5822784810126582,BioASQ,Meta-Llama-3-8B-Instruct,combined,392,False
0.15,59.0,392.0,0.5084745762711864,0.4915254237288136,BioASQ,Meta-Llama-3-8B-Instruct,combined,392,False
0.1,40.0,392.0,0.525,0.475,BioASQ,Meta-Llama-3-8B-Instruct,combined,392,False
1.0,392.0,392.0,0.23979591836734693,0.7602040816326531,BioASQ,Meta-Llama-3-8B-Instruct,combined_3,392,False
0.95,373.0,392.0,0.24932975871313673,0.7506702412868633,BioASQ,Meta-Llama-3-8B-Instruct,combined_3,392,False
0.9,353.0,392.0,0.26062322946175637,0.7393767705382437,BioASQ,Meta-Llama-3-8B-Instruct,combined_3,392,False
0.85,334.0,392.0,0.2694610778443114,0.7305389221556886,BioASQ,Meta-Llama-3-8B-Instruct,combined_3,392,False
